"/age","/silver","/athlete","/bronze","/date","/gold","/sport","/country","/total","/year"
"24","1","Wang Yihan","0","12/08/2012","0","Badminton","China","1","2012"
"27","1","Xu Chen","0","12/08/2012","0","Badminton","China","1","2012"
"22","0","Zhang Nan","0","12/08/2012","1","Badminton","China","1","2012"
"28","1","Cai Yun","0","24/08/2008","0","Badminton","China","1","2008"
"22","0","Chen Jin","1","24/08/2008","0","Badminton","China","1","2008"
"24","0","Du Jing","0","24/08/2008","1","Badminton","China","1","2008"
"24","1","Fu Haifeng","0","24/08/2008","0","Badminton","China","1","2008"
"22","0","He Hanbin","1","24/08/2008","0","Badminton","China","1","2008"
"24","0","Hwang Ji-Man","1","24/08/2008","0","Badminton","South Korea","1","2008"
"24","0","Markis Kido","0","24/08/2008","1","Badminton","Indonesia","1","2008"
"25","1","Lee Chong Wei","0","24/08/2008","0","Badminton","Malaysia","1","2008"
"28","1","Lee Gyeong-Won","0","24/08/2008","0","Badminton","South Korea","1","2008"
"25","0","Lee Jae-Jin","1","24/08/2008","0","Badminton","South Korea","1","2008"
"19","0","Lee Yong-Dae","0","24/08/2008","1","Badminton","South Korea","1","2008"
"24","0","Lin Dan","0","24/08/2008","1","Badminton","China","1","2008"
"22","1","Lilyana Natsir","0","24/08/2008","0","Badminton","Indonesia","1","2008"
"23","0","Hendra Setiawan","0","24/08/2008","1","Badminton","Indonesia","1","2008"
"26","0","Wei Yili","1","24/08/2008","0","Badminton","China","1","2008"
"30","1","Nova Widianto","0","24/08/2008","0","Badminton","Indonesia","1","2008"
"27","1","Xie Xingfan","0","24/08/2008","0","Badminton","China","1","2008"
"23","0","Maria Yulianti","1","24/08/2008","0","Badminton","Indonesia","1","2008"
"33","0","Zhang Ning","0","24/08/2008","1","Badminton","China","1","2008"
"23","0","Zhang Yawen","1","24/08/2008","0","Badminton","China","1","2008"
"27","1","Gail Emms","0","29/08/2004","0","Badminton","Great Britain","1","2004"
"27","0","Hian Eng","1","29/08/2004","0","Badminton","Indonesia","1","2004"
"34","0","Jens Eriksen","1","29/08/2004","0","Badminton","Denmark","1","2004"
"29","0","Ha Tae-Gwon","0","29/08/2004","1","Badminton","South Korea","1","2004"
"23","0","Taufik Hidayat","0","29/08/2004","1","Badminton","Indonesia","1","2004"
"22","1","Huang Sui","0","29/08/2004","0","Badminton","China","1","2004"
"28","0","Kim Dong-Mun","0","29/08/2004","1","Badminton","South Korea","1","2004"
"20","0","Sony Dwi Kuncoro","1","29/08/2004","0","Badminton","Indonesia","1","2004"
"30","1","Lee Dong-Su","0","29/08/2004","0","Badminton","South Korea","1","2004"
"24","0","Lee Gyeong-Won","1","29/08/2004","0","Badminton","South Korea","1","2004"
"30","0","Flandy Limpele","1","29/08/2004","0","Badminton","Indonesia","1","2004"
"24","1","Mia Audina","0","29/08/2004","0","Badminton","Netherlands","1","2004"
"27","0","Na Gyeong-Min","1","29/08/2004","0","Badminton","South Korea","1","2004"
"27","1","Nathan Robertson","0","29/08/2004","0","Badminton","Great Britain","1","2004"
"27","0","Mette Schjoldager","1","29/08/2004","0","Badminton","Denmark","1","2004"
"24","1","Son Seung-Mo","0","29/08/2004","0","Badminton","South Korea","1","2004"
"25","0","Yang Wei","0","29/08/2004","1","Badminton","China","1","2004"
"29","1","Yu Yong-Seong","0","29/08/2004","0","Badminton","South Korea","1","2004"
"23","0","Zhang Jiewen","0","29/08/2004","1","Badminton","China","1","2004"
"26","0","Zhang Jun","0","29/08/2004","1","Badminton","China","1","2004"
"29","0","Zhang Ning","0","29/08/2004","1","Badminton","China","1","2004"
"25","0","Zhou Mi","1","29/08/2004","0","Badminton","China","1","2004"
"27","0","Simon Archer","1","01/10/2000","0","Badminton","Great Britain","1","2000"
"26","0","Ge Fei","0","01/10/2000","1","Badminton","China","1","2000"
"23","0","Gong Zhichao","0","01/10/2000","1","Badminton","China","1","2000"
"25","0","Gu Jun","0","01/10/2000","1","Badminton","China","1","2000"
"25","0","Tony Gunawan","0","01/10/2000","1","Badminton","Indonesia","1","2000"
"25","0","Ha Tae-Gwon","1","01/10/2000","0","Badminton","South Korea","1","2000"
"26","1","Trikus Haryanto","0","01/10/2000","0","Badminton","Indonesia","1","2000"
"28","1","Hendrawan","0","01/10/2000","0","Badminton","Indonesia","1","2000"
"23","1","Huang Nanyan","0","01/10/2000","0","Badminton","China","1","2000"
"22","0","Ji Xinpeng","0","01/10/2000","1","Badminton","China","1","2000"
"24","0","Kim Dong-Mun","1","01/10/2000","0","Badminton","South Korea","1","2000"
"26","1","Lee Dong-Su","0","01/10/2000","0","Badminton","South Korea","1","2000"
"26","1","Camilla Martin","0","01/10/2000","0","Badminton","Denmark","1","2000"
"27","0","Qin Yiyuan","1","01/10/2000","0","Badminton","China","1","2000"
"32","1","Minarti Timur","0","01/10/2000","0","Badminton","Indonesia","1","2000"
"25","0","Candra Wijaya","0","01/10/2000","1","Badminton","Indonesia","1","2000"
"27","0","Joanne Wright-Goode","1","01/10/2000","0","Badminton","Great Britain","1","2000"
"21","0","Xia Xuanze","1","01/10/2000","0","Badminton","China","1","2000"
"21","1","Yang Wei","0","01/10/2000","0","Badminton","China","1","2000"
"26","0","Ye Zhaoying","1","01/10/2000","0","Badminton","China","1","2000"
"25","1","Yu Yong-Seong","0","01/10/2000","0","Badminton","South Korea","1","2000"
"22","0","Zhang Jun","0","01/10/2000","1","Badminton","China","1","2000"
"27","0","Valerie Adams-Vili","0","12/08/2012","1","Athletics","New Zealand","1","2012"
"28","1","Habiba Al-Ghribi-Boudra","0","12/08/2012","0","Athletics","Tunisia","1","2012"
"23","0","Ade Alleyne-Forte","1","12/08/2012","0","Athletics","Trinidad and Tobago","1","2012"
"18","1","Nijel Amos","0","12/08/2012","0","Athletics","Botswana","1","2012"
"24","0","Sofia Assefa","1","12/08/2012","0","Athletics","Ethiopia","1","2012"
"23","1","Ryan Bailey","0","12/08/2012","0","Athletics","United States","1","2012"
"20","0","Kemar Bailey-Cole","0","12/08/2012","1","Athletics","Jamaica","1","2012"
"24","0","Keshia Baker","0","12/08/2012","1","Athletics","United States","1","2012"
"21","1","Brigetta Barrett","0","12/08/2012","0","Athletics","United States","1","2012"
"21","1","Erick Barrondo","0","12/08/2012","0","Athletics","Guatemala","1","2012"
"21","0","Mutaz Essa Barshim","1","12/08/2012","0","Athletics","Qatar","1","2012"
"25","0","Tariku Bekele","1","12/08/2012","0","Athletics","Ethiopia","1","2012"
"24","0","Keston Bledman","1","12/08/2012","0","Athletics","Trinidad and Tobago","1","2012"
"33","0","Chris Brown","0","12/08/2012","1","Athletics","Bahamas","1","2012"
"22","0","Yelyzaveta Bryzhina","1","12/08/2012","0","Athletics","Ukraine","1","2012"
"20","1","Gamze Bulut","0","12/08/2012","0","Athletics","Turkey","1","2012"
"29","0","Marc Burns","1","12/08/2012","0","Athletics","Trinidad and Tobago","1","2012"
"26","0","Asli Çakir","0","12/08/2012","1","Athletics","Turkey","1","2012"
"28","0","Emmanuel Callender","1","12/08/2012","0","Athletics","Trinidad and Tobago","1","2012"
"24","1","Schillonie Calvert","0","12/08/2012","0","Athletics","Jamaica","1","2012"
"26","0","Nesta Carter","0","12/08/2012","1","Athletics","Jamaica","1","2012"
"19","0","Chen Ding","0","12/08/2012","1","Athletics","China","1","2012"
"24","0","Tatyana Chernova","1","12/08/2012","0","Athletics","Russia","1","2012"
"30","0","Anna Chicherova","0","12/08/2012","1","Athletics","Russia","1","2012"
"28","0","Javier Culson","1","12/08/2012","0","Athletics","Puerto Rico","1","2012"
"25","0","Christine Day","1","12/08/2012","0","Athletics","Jamaica","1","2012"
"28","0","Meseret Defar","0","12/08/2012","1","Athletics","Ethiopia","1","2012"
"26","0","Janay DeLoach","1","12/08/2012","0","Athletics","United States","1","2012"
"22","1","Jeff Demps","0","12/08/2012","0","Athletics","United States","1","2012"
"29","1","Lashinda Demus","0","12/08/2012","0","Athletics","United States","1","2012"
"20","0","Diamond Dixon","0","12/08/2012","1","Athletics","United States","1","2012"
"35","0","Fabrizio Donato","1","12/08/2012","0","Athletics","Italy","1","2012"
"22","0","Derek Drouin","1","12/08/2012","0","Athletics","Canada","1","2012"
"24","0","Ashton Eaton","0","12/08/2012","1","Athletics","United States","1","2012"
"26","0","Jessica Ennis","0","12/08/2012","1","Athletics","Great Britain","1","2012"
"29","1","Tatyana Firova","0","12/08/2012","0","Athletics","Russia","1","2012"
"29","0","Michael Frater","0","12/08/2012","1","Athletics","Jamaica","1","2012"
"30","1","Tyson Gay","0","12/08/2012","0","Athletics","United States","1","2012"
"22","1","Dejen Gebremeskel","0","12/08/2012","0","Athletics","Ethiopia","1","2012"
"24","0","Tiki Gelana","0","12/08/2012","1","Athletics","Ethiopia","1","2012"
"23","0","Gong Lijiao","1","12/08/2012","0","Athletics","China","1","2012"
"24","0","Robbie Grabarz","1","12/08/2012","0","Athletics","Great Britain","1","2012"
"29","1","Yuliya Gushchina","0","12/08/2012","0","Athletics","Russia","1","2012"
"27","1","Ehsan Haddadi","0","12/08/2012","0","Athletics","Iran","1","2012"
"28","1","Trey Hardee","0","12/08/2012","0","Athletics","United States","1","2012"
"28","1","Dawn Harper","0","12/08/2012","0","Athletics","United States","1","2012"
"27","0","Robert Harting","0","12/08/2012","1","Athletics","Germany","1","2012"
"28","0","Betty Heidler","1","12/08/2012","0","Athletics","Germany","1","2012"
"25","0","Zuzana Hejnová","1","12/08/2012","0","Athletics","Czech Republic","1","2012"
"23","1","Samantha Henry-Robinson","0","12/08/2012","0","Athletics","Jamaica","1","2012"
"34","0","Reese Hoffa","1","12/08/2012","0","Athletics","United States","1","2012"
"22","0","Raphael Holzdeppe","1","12/08/2012","0","Athletics","Germany","1","2012"
"28","1","Caterine Ibargüén","0","12/08/2012","0","Athletics","Colombia","1","2012"
"25","0","Abdalaati Iguider","1","12/08/2012","0","Athletics","Morocco","1","2012"
"30","0","Yelena Isinbayeva","1","12/08/2012","0","Athletics","Russia","1","2012"
"27","0","Maryam Jamal","1","12/08/2012","0","Athletics","Bahrain","1","2012"
"19","0","Kirani James","0","12/08/2012","1","Athletics","Grenada","1","2012"
"28","1","Priscah Jeptoo","0","12/08/2012","0","Athletics","Kenya","1","2012"
"27","1","Olga Kaniskina","0","12/08/2012","0","Athletics","Russia","1","2012"
"33","0","Gerd Kanter","1","12/08/2012","0","Athletics","Estonia","1","2012"
"32","1","Anastasiya Kapachinskaya","0","12/08/2012","0","Athletics","Russia","1","2012"
"30","0","Ezekiel Kemboi","0","12/08/2012","1","Athletics","Kenya","1","2012"
"27","1","Trell Kimmons","0","12/08/2012","0","Athletics","United States","1","2012"
"23","0","Stephen Kiprotich","0","12/08/2012","1","Athletics","Uganda","1","2012"
"30","0","Wilson Kipsang Kiprotich","1","12/08/2012","0","Athletics","Kenya","1","2012"
"26","1","Sally Jepkosgei Kipyego","0","12/08/2012","0","Athletics","Kenya","1","2012"
"32","0","Sergey Kirdyapkin","0","12/08/2012","1","Athletics","Russia","1","2012"
"30","1","Abel Kirui","0","12/08/2012","0","Athletics","Kenya","1","2012"
"17","0","Timothy Kitum","1","12/08/2012","0","Athletics","Kenya","1","2012"
"23","0","Bianca Knight","0","12/08/2012","1","Athletics","United States","1","2012"
"22","1","Yevgeniya Kolodko","0","12/08/2012","0","Athletics","Russia","1","2012"
"32","1","Primož Kozmus","0","12/08/2012","0","Athletics","Slovenia","1","2012"
"25","1","Antonina Krivoshapka","0","12/08/2012","0","Athletics","Russia","1","2012"
"21","1","Erik Kynard","0","12/08/2012","0","Athletics","United States","1","2012"
"20","0","Yelena Lashmanova","0","12/08/2012","1","Athletics","Russia","1","2012"
"25","0","Renaud Lavillenie","0","12/08/2012","1","Athletics","France","1","2012"
"19","0","Deon Lendore","1","12/08/2012","0","Athletics","Trinidad and Tobago","1","2012"
"33","0","Li Yanfeng","1","12/08/2012","0","Athletics","China","1","2012"
"29","0","Shereefa Lloyd","1","12/08/2012","0","Athletics","Jamaica","1","2012"
"30","0","Thomas Longosiwa","1","12/08/2012","0","Athletics","Kenya","1","2012"
"28","0","Tatyana Lysenko","0","12/08/2012","1","Athletics","Russia","1","2012"
"26","0","Tianna Madison","0","12/08/2012","1","Athletics","United States","1","2012"
"30","0","Tomasz Majewski","0","12/08/2012","1","Athletics","Poland","1","2012"
"24","0","Taoufik Makhloufi","0","12/08/2012","1","Athletics","Algeria","1","2012"
"20","1","Josh Mance","0","12/08/2012","0","Athletics","United States","1","2012"
"27","1","Leo Manzano","0","12/08/2012","0","Athletics","United States","1","2012"
"28","0","Michael Mathieu","0","12/08/2012","1","Athletics","Bahamas","1","2012"
"23","0","Francena McCorory","0","12/08/2012","1","Athletics","United States","1","2012"
"25","0","Sally McLellan-Pearson","0","12/08/2012","1","Athletics","Australia","1","2012"
"22","1","Tony McQuay","0","12/08/2012","0","Athletics","United States","1","2012"
"27","1","Mahiedine Mekhissi-Benabbad","0","12/08/2012","0","Athletics","France","1","2012"
"27","0","Aries Merritt","0","12/08/2012","1","Athletics","United States","1","2012"
"25","0","Ramon Miller","0","12/08/2012","1","Athletics","Bahamas","1","2012"
"25","1","Manteo Mitchell","0","12/08/2012","0","Athletics","United States","1","2012"
"37","0","Koji Murofushi","1","12/08/2012","0","Athletics","Japan","1","2012"
"23","0","Abel Mutai","1","12/08/2012","0","Athletics","Kenya","1","2012"
"33","1","Nataliya Nazarova","0","12/08/2012","0","Athletics","Russia","1","2012"
"23","1","Bryshon Nellum","0","12/08/2012","0","Athletics","United States","1","2012"
"30","1","Christina Obergföll","0","12/08/2012","0","Athletics","Germany","1","2012"
"28","1","Christine Ohuruogu","0","12/08/2012","0","Athletics","Great Britain","1","2012"
"34","1","Björn Otto","0","12/08/2012","0","Athletics","Germany","1","2012"
"27","1","Oleksandr P'iatnytsia","0","12/08/2012","0","Athletics","Ukraine","1","2012"
"22","0","Hansle Parchment","1","12/08/2012","0","Athletics","Jamaica","1","2012"
"30","0","Krisztián Pars","0","12/08/2012","1","Athletics","Hungary","1","2012"
"34","1","Darvis Patton","0","12/08/2012","0","Athletics","United States","1","2012"
"22","0","Sandra Perkovic","0","12/08/2012","1","Athletics","Croatia","1","2012"
"29","0","Tatyana Petrova-Arkhipova","1","12/08/2012","0","Athletics","Russia","1","2012"
"23","0","Demetrius Pinder","0","12/08/2012","1","Athletics","Bahamas","1","2012"
"27","1","Darya Pishchalnikova","0","12/08/2012","0","Athletics","Russia","1","2012"
"21","0","Yekaterina Poistogova","1","12/08/2012","0","Athletics","Russia","1","2012"
"24","0","Olesia Povkh","1","12/08/2012","0","Athletics","Ukraine","1","2012"
"21","0","Qieyang Shenjie","1","12/08/2012","0","Athletics","China","1","2012"
"25","0","Brittney Reese","0","12/08/2012","1","Athletics","United States","1","2012"
"26","1","Jason Richardson","0","12/08/2012","0","Athletics","United States","1","2012"
"25","0","Mariya Riemien","1","12/08/2012","0","Athletics","Ukraine","1","2012"
"23","0","David Rudisha","0","12/08/2012","1","Athletics","Kenya","1","2012"
"26","1","Galen Rupp","0","12/08/2012","0","Athletics","United States","1","2012"
"25","0","Greg Rutherford","0","12/08/2012","1","Athletics","Great Britain","1","2012"
"28","0","Antti Ruuskanen","1","12/08/2012","0","Athletics","Finland","1","2012"
"27","0","Olga Rypakova","0","12/08/2012","1","Athletics","Kazakhstan","1","2012"
"29","0","Olha Saladukha","1","12/08/2012","0","Athletics","Ukraine","1","2012"
"34","0","Félix Sánchez","0","12/08/2012","1","Athletics","Dominican Republic","1","2012"
"19","1","Luguelín Santos","0","12/08/2012","0","Athletics","Dominican Republic","1","2012"
"26","0","Mariya Savinova","0","12/08/2012","1","Athletics","Russia","1","2012"
"28","1","Lilli Schwarzkopf","0","12/08/2012","0","Athletics","Germany","1","2012"
"21","1","Caster Semenya","0","12/08/2012","0","Athletics","South Africa","1","2012"
"26","0","Svetlana Shkolina","1","12/08/2012","0","Athletics","Russia","1","2012"
"28","0","Si Tianfeng","1","12/08/2012","0","Athletics","China","1","2012"
"25","1","Yarisley Silva","0","12/08/2012","0","Athletics","Cuba","1","2012"
"27","1","Sherone Simpson","0","12/08/2012","0","Athletics","Jamaica","1","2012"
"26","1","Yelena Sokolova","0","12/08/2012","0","Athletics","Russia","1","2012"
"26","0","Jarrin Solomon","1","12/08/2012","0","Athletics","Trinidad and Tobago","1","2012"
"31","0","Barbora Špotáková","0","12/08/2012","1","Athletics","Czech Republic","1","2012"
"26","0","Linda Stahl","1","12/08/2012","0","Athletics","Germany","1","2012"
"28","1","Kerron Stewart","0","12/08/2012","0","Athletics","Jamaica","1","2012"
"22","1","David Storl","0","12/08/2012","0","Athletics","Germany","1","2012"
"30","0","Jenn Stuczynski-Suhr","0","12/08/2012","1","Athletics","United States","1","2012"
"24","0","Hrystyna Stuy","1","12/08/2012","0","Athletics","Ukraine","1","2012"
"24","0","Leonel Suárez","1","12/08/2012","0","Athletics","Cuba","1","2012"
"27","1","Jared Tallent","0","12/08/2012","0","Athletics","Australia","1","2012"
"22","0","Jeneba Tarmoh","0","12/08/2012","1","Athletics","United States","1","2012"
"33","1","Angelo Taylor","0","12/08/2012","0","Athletics","United States","1","2012"
"22","0","Christian Taylor","0","12/08/2012","1","Athletics","United States","1","2012"
"27","0","Richard Thompson","1","12/08/2012","0","Athletics","Trinidad and Tobago","1","2012"
"28","1","Michael Tinsley","0","12/08/2012","0","Athletics","United States","1","2012"
"26","0","Ivan Ukhov","0","12/08/2012","1","Athletics","Russia","1","2012"
"19","0","Keshorn Walcott","0","12/08/2012","1","Athletics","Trinidad and Tobago","1","2012"
"20","0","Wang Zhen","1","12/08/2012","0","Athletics","China","1","2012"
"24","1","Mitch Watt","0","12/08/2012","0","Athletics","Australia","1","2012"
"22","0","Warren Weir","1","12/08/2012","0","Athletics","Jamaica","1","2012"
"30","0","Kellie Wells","1","12/08/2012","0","Athletics","United States","1","2012"
"25","0","Rosemarie Whyte","1","12/08/2012","0","Athletics","Jamaica","1","2012"
"28","0","Lauryn Williams","0","12/08/2012","1","Athletics","United States","1","2012"
"26","0","Shericka Williams","1","12/08/2012","0","Athletics","Jamaica","1","2012"
"30","0","Novlene Williams-Mills","1","12/08/2012","0","Athletics","Jamaica","1","2012"
"27","1","Anita Wlodarczyk","0","12/08/2012","0","Athletics","Poland","1","2012"
"26","0","Yuliya Zaripova","0","12/08/2012","1","Athletics","Russia","1","2012"
"22","1","Mariya Abakumova","0","24/08/2008","0","Athletics","Russia","1","2008"
"23","0","Valerie Adams-Vili","0","24/08/2008","1","Athletics","New Zealand","1","2008"
"36","0","Virgilijus Alekna","1","24/08/2008","0","Athletics","Lithuania","1","2008"
"20","0","Denis Alekseyev","1","24/08/2008","0","Athletics","Russia","1","2008"
"36","0","Olena Antonova","1","24/08/2008","0","Athletics","Ukraine","1","2008"
"30","1","Aaron Armstrong","0","24/08/2008","0","Athletics","Trinidad and Tobago","1","2008"
"36","0","Nobuharu Asahara","1","24/08/2008","0","Athletics","Japan","1","2008"
"29","0","Mehdi Baala","1","24/08/2008","0","Athletics","France","1","2008"
"22","1","Dretti Bain","0","24/08/2008","0","Athletics","Bahamas","1","2008"
"25","1","Yarelis Barrios","0","24/08/2008","0","Athletics","Cuba","1","2008"
"30","0","Hasna Benhassi","1","24/08/2008","0","Athletics","Morocco","1","2008"
"20","1","Keston Bledman","0","24/08/2008","0","Athletics","Trinidad and Tobago","1","2008"
"21","0","Valeriy Borchin","0","24/08/2008","1","Athletics","Russia","1","2008"
"22","1","Olivia Borlée","0","24/08/2008","0","Athletics","Belgium","1","2008"
"29","1","Chris Brown","0","24/08/2008","0","Athletics","Bahamas","1","2008"
"28","0","Stephanie Brown-Trafton","0","24/08/2008","1","Athletics","United States","1","2008"
"28","0","Wilfred Bungei","0","24/08/2008","1","Athletics","Kenya","1","2008"
"25","1","Marc Burns","0","24/08/2008","0","Athletics","Trinidad and Tobago","1","2008"
"24","1","Emmanuel Callender","0","24/08/2008","0","Athletics","Trinidad and Tobago","1","2008"
"26","0","Ibrahim Camejo","1","24/08/2008","0","Athletics","Cuba","1","2008"
"26","0","Veronica Campbell-Brown","0","24/08/2008","1","Athletics","Jamaica","1","2008"
"27","1","Christian Cantwell","0","24/08/2008","0","Athletics","United States","1","2008"
"22","0","Nesta Carter","0","24/08/2008","1","Athletics","Jamaica","1","2008"
"22","0","Yuliya Chermoshanskaya","0","24/08/2008","1","Athletics","Russia","1","2008"
"20","0","Tatyana Chernova","1","24/08/2008","0","Athletics","Russia","1","2008"
"26","0","Anna Chicherova","1","24/08/2008","0","Athletics","Russia","1","2008"
"28","0","Bryan Clay","0","24/08/2008","1","Athletics","United States","1","2008"
"30","1","Shawn Crawford","0","24/08/2008","0","Athletics","United States","1","2008"
"30","0","Tasha Danvers","1","24/08/2008","0","Athletics","Great Britain","1","2008"
"24","0","Meseret Defar","1","24/08/2008","0","Athletics","Ethiopia","1","2008"
"32","0","Pigi Devetzi","1","24/08/2008","0","Athletics","Greece","1","2008"
"31","1","Vadim Devyatovsky","0","24/08/2008","0","Athletics","Belarus","1","2008"
"38","0","Constantina Dita-Tomescu","0","24/08/2008","1","Athletics","Romania","1","2008"
"26","0","Nataliya Dobrynska","0","24/08/2008","1","Athletics","Ukraine","1","2008"
"21","0","Maksim Dyldin","1","24/08/2008","0","Athletics","Russia","1","2008"
"24","0","Nelson Évora","0","24/08/2008","1","Athletics","Portugal","1","2008"
"19","0","Aleksandra Fedoriva","0","24/08/2008","1","Athletics","Russia","1","2008"
"28","0","Svetlana Feofanova","1","24/08/2008","0","Athletics","Russia","1","2008"
"25","1","Tatyana Firova","0","24/08/2008","0","Athletics","Russia","1","2008"
"27","0","Shalane Flanagan","1","24/08/2008","0","Athletics","United States","1","2008"
"27","1","Hyleas Fountain","0","24/08/2008","0","Athletics","United States","1","2008"
"21","0","Shelly-Ann Fraser-Pryce","0","24/08/2008","1","Athletics","Jamaica","1","2008"
"25","0","Michael Frater","0","24/08/2008","1","Athletics","Jamaica","1","2008"
"28","0","Vladislav Frolov","1","24/08/2008","0","Athletics","Russia","1","2008"
"30","1","Kim Gevaert","0","24/08/2008","0","Athletics","Belgium","1","2008"
"36","1","Jaouad Gharib","0","24/08/2008","0","Athletics","Morocco","1","2008"
"24","0","Dawn Harper","0","24/08/2008","1","Athletics","United States","1","2008"
"22","0","Natasha Hastings","0","24/08/2008","1","Athletics","United States","1","2008"
"30","0","Tia Hellebaut","0","24/08/2008","1","Athletics","Belgium","1","2008"
"25","0","Monique Henderson","0","24/08/2008","1","Athletics","United States","1","2008"
"26","0","Steve Hooker","0","24/08/2008","1","Athletics","Australia","1","2008"
"23","0","Franca Idoko","1","24/08/2008","0","Athletics","Nigeria","1","2008"
"29","1","Phillips Idowu","0","24/08/2008","0","Athletics","Great Britain","1","2008"
"26","0","Yelena Isinbayeva","0","24/08/2008","1","Athletics","Russia","1","2008"
"23","1","Ismail Ahmed Ismail","0","24/08/2008","0","Athletics","Sudan","1","2008"
"24","0","Halimat Ismaila","1","24/08/2008","0","Athletics","Nigeria","1","2008"
"25","0","Bershawn Jackson","1","24/08/2008","0","Athletics","United States","1","2008"
"18","0","Pamela Jelimo","0","24/08/2008","1","Athletics","Kenya","1","2008"
"26","1","Eunice Jepkorir","0","24/08/2008","0","Athletics","Kenya","1","2008"
"24","1","Janeth Jepkosgei","0","24/08/2008","0","Athletics","Kenya","1","2008"
"25","1","Sheena Johnson-Tosta","0","24/08/2008","0","Athletics","United States","1","2008"
"23","0","Olga Kaniskina","0","24/08/2008","1","Athletics","Russia","1","2008"
"29","0","Gerd Kanter","0","24/08/2008","1","Athletics","Estonia","1","2008"
"28","1","Anastasiya Kapachinskaya","0","24/08/2008","0","Athletics","Russia","1","2008"
"21","0","Tsegaye Kebede","1","24/08/2008","0","Athletics","Ethiopia","1","2008"
"28","0","Gloria Kemasoude","1","24/08/2008","0","Athletics","Nigeria","1","2008"
"26","1","Nataliya Khoronenko-Mikhnevich","0","24/08/2008","0","Athletics","Belarus","1","2008"
"23","1","Eliud Kipchoge","0","24/08/2008","0","Athletics","Kenya","1","2008"
"19","0","Asbel Kiprop","0","24/08/2008","1","Athletics","Kenya","1","2008"
"23","0","Brimin Kipruto","0","24/08/2008","1","Athletics","Kenya","1","2008"
"22","0","Micah Kogo","1","24/08/2008","0","Athletics","Kenya","1","2008"
"21","0","Anton Kokorin","1","24/08/2008","0","Athletics","Russia","1","2008"
"26","1","Ainars Kovals","0","24/08/2008","0","Athletics","Latvia","1","2008"
"28","0","Primož Kozmus","0","24/08/2008","1","Athletics","Slovenia","1","2008"
"22","1","Andrey Kravchenko","0","24/08/2008","0","Athletics","Belarus","1","2008"
"26","0","Nancy Langat","0","24/08/2008","1","Athletics","Kenya","1","2008"
"32","1","Iryna Lishchynska","0","24/08/2008","0","Athletics","Ukraine","1","2008"
"23","1","Lyudmila Litvinova","0","24/08/2008","0","Athletics","Russia","1","2008"
"25","0","Shereefa Lloyd","1","24/08/2008","0","Athletics","Jamaica","1","2008"
"25","0","Priscilla Lopes-Schliep","1","24/08/2008","0","Athletics","Canada","1","2008"
"23","1","Yevgeniy Lukyanenko","0","24/08/2008","0","Athletics","Russia","1","2008"
"32","0","Maurren Maggi","0","24/08/2008","1","Athletics","Brazil","1","2008"
"26","0","Tomasz Majewski","0","24/08/2008","1","Athletics","Poland","1","2008"
"26","1","Hanna Mariën","0","24/08/2008","0","Athletics","Belgium","1","2008"
"25","1","Germaine Mason","0","24/08/2008","0","Athletics","Great Britain","1","2008"
"24","0","Richard Mateelong","1","24/08/2008","0","Athletics","Kenya","1","2008"
"24","1","Michael Mathieu","0","24/08/2008","0","Athletics","Bahamas","1","2008"
"25","1","Piotr Malachowski","0","24/08/2008","0","Athletics","Poland","1","2008"
"32","0","Françoise Mbango","0","24/08/2008","1","Athletics","Cameroon","1","2008"
"21","1","Sally McLellan-Pearson","0","24/08/2008","0","Athletics","Australia","1","2008"
"23","1","Mahiedine Mekhissi-Benabbad","0","24/08/2008","0","Athletics","France","1","2008"
"26","0","Oksana Menkova","0","24/08/2008","1","Athletics","Belarus","1","2008"
"24","1","Yelena Migunova","0","24/08/2008","0","Athletics","Russia","1","2008"
"32","0","Andrey Mikhnevich","1","24/08/2008","0","Athletics","Belarus","1","2008"
"21","1","Ramon Miller","0","24/08/2008","0","Athletics","Bahamas","1","2008"
"23","1","Godfrey Khotso Mokoena","0","24/08/2008","0","Athletics","South Africa","1","2008"
"29","1","Avard Moncur","0","24/08/2008","0","Athletics","Bahamas","1","2008"
"27","1","Yipsi Moreno","0","24/08/2008","0","Athletics","Cuba","1","2008"
"36","1","Catherine Ndereba","0","24/08/2008","0","Athletics","Kenya","1","2008"
"28","0","Denis Nizhegorodov","1","24/08/2008","0","Athletics","Russia","1","2008"
"26","0","Christina Obergföll","1","24/08/2008","0","Athletics","Germany","1","2008"
"24","0","Christine Ohuruogu","0","24/08/2008","1","Athletics","Great Britain","1","2008"
"19","0","Blessing Okagbare","1","24/08/2008","0","Athletics","Nigeria","1","2008"
"26","0","David Oliver","1","24/08/2008","0","Athletics","United States","1","2008"
"22","0","Damola Osayomi","1","24/08/2008","0","Athletics","Nigeria","1","2008"
"19","0","Agnes Osazuwa","1","24/08/2008","0","Athletics","Nigeria","1","2008"
"27","0","Nadezhda Ostapchuk","1","24/08/2008","0","Athletics","Belarus","1","2008"
"27","1","Élodie Ouédraogo","0","24/08/2008","0","Athletics","Belgium","1","2008"
"26","1","David Payne","0","24/08/2008","0","Athletics","United States","1","2008"
"34","1","Jefferson Pérez","0","24/08/2008","0","Athletics","Ecuador","1","2008"
"25","0","Tero Pitkämäki","1","24/08/2008","0","Athletics","Finland","1","2008"
"25","0","Yevgeniya Polyakova","0","24/08/2008","1","Athletics","Russia","1","2008"
